FID,NM_MUNICIP,CD_GEOCMU,x_cent,y_cent
2903,ITAÚBA,5104559,-55.590551439000002,-11.110774879499999
2904,JUARA,5105101,-57.618484421200002,-11.023920912900000
2905,JUÍNA,5105150,-59.329824902600002,-11.533746882100001
2906,JURUENA,5105176,-58.591601475499999,-10.363077511000000
2907,LUCAS DO RIO VERDE,5105259,-56.165292444099997,-13.037624847700000
2908,MARCELÂNDIA,5105580,-54.052990535399999,-10.885665372800000
2909,MATUPÁ,5105606,-54.354972830100003,-10.015385864200001
2910,NOVA BANDEIRANTES,5106158,-58.077922932299998,-9.766683443850001
2911,NOVA SANTA HELENA,5106190,-54.906271616200002,-10.920281891200000
2912,NOVA CANAÃ DO NORTE,5106216,-56.041598072500001,-10.700199183700001
2913,NOVA MUTUM,5106224,-56.104691666500003,-13.629827720400000
2914,NOVA UBIRATÃ,5106240,-54.766078362099996,-12.991080808700000
2915,NOVO MUNDO,5106265,-55.403477501899999,-9.751137329780001
2916,NOVO HORIZONTE DO NORTE,5106273,-57.307682531799998,-11.384381409800000
2917,PARANAÍTA,5106299,-56.681944224900001,-9.593308380640000
2918,PEIXOTO DE AZEVEDO,5106422,-53.586425644000002,-10.147266091800001
2919,PORTO DOS GAÚCHOS,5106802,-56.747665069100002,-11.734173321100000
2920,QUERÊNCIA,5107065,-52.743194621900003,-12.158215940000000
2921,SANTA CARMEM,5107248,-54.902982740100001,-11.935386795199999
2922,SÃO JOSÉ DO RIO CLARO,5107305,-56.807343525400000,-13.551121138099999
2923,SÃO JOSÉ DO XINGU,5107354,-52.617565805399998,-10.696060529700000
2924,RONDOLÂNDIA,5107578,-61.010059411999997,-10.462512373799999
2925,SANTA CRUZ DO XINGU,5107743,-52.543628038800001,-10.065332990200000
2926,SAPEZAL,5107875,-58.652348042500002,-13.154368764199999
2927,SINOP,5107909,-55.500149932399999,-11.711715161200001
2928,SORRISO,5107925,-55.677341340300003,-12.741843158300000
2929,TABAPORÃ,5107941,-56.496559506300002,-11.213225146199999
2930,TAPURAH,5108006,-56.531224555500003,-12.569099045700000
2931,TERRA NOVA DO NORTE,5108055,-54.977855295200001,-10.507034872400000
2932,UNIÃO DO SUL,5108303,-54.315897475000000,-11.526916025400000
2933,VERA,5108501,-55.345820622900000,-12.421776431900000
2934,NOVA GUARITA,5108808,-55.339404823499997,-10.291970371500000
2935,NOVA MARINGÁ,5108907,-57.219823150099998,-12.783071842200000
2936,NOVA MONTE VERDE,5108956,-57.250198118299998,-9.965579055759999
2937,ABAETETUBA,1500107,-48.883082677300003,-1.730276321860000
2938,ABEL FIGUEIREDO,1500131,-48.424600767800001,-4.957318690130000
2939,ACARÁ,1500206,-48.411527188900003,-2.035451395450000
2940,ÁGUA AZUL DO NORTE,1500347,-50.430155056499999,-6.772978676810000
2941,ANAJÁS,1500701,-49.961281250399999,-0.827016090409000
2942,ANANINDEUA,1500800,-48.383566961400000,-1.334013618530000
2943,AUGUSTO CORRÊA,1500909,-46.507281185099998,-1.105350936720000
2944,AURORA DO PARÁ,1500958,-47.726352545499999,-2.231178571310000
2945,BAGRE,1501105,-50.181766982600003,-2.373143109010000
2946,BAIÃO,1501204,-49.698978388199997,-3.129559940780000
2947,BANNACH,1501253,-50.634416339200001,-7.486384401560000
2948,BARCARENA,1501303,-48.634260933100002,-1.498638282790000
2949,BELÉM,1501402,-48.459910770800001,-1.240718654840000
2950,BENEVIDES,1501501,-48.275620322400002,-1.339617610940000
2951,BOM JESUS DO TOCANTINS,1501576,-48.763514450099997,-5.054266699360000
2952,BONITO,1501600,-47.302283791299999,-1.387281419080000
2953,BRAGANÇA,1501709,-46.765220536800001,-1.197532423050000
2954,BREJO GRANDE DO ARAGUAIA,1501758,-48.431888979699998,-5.735506808380000
2955,BREU BRANCO,1501782,-49.371220098700000,-3.733484053840000
2956,BREVES,1501808,-50.628160203999997,-1.121081098310000
2957,BUJARU,1501907,-48.088661629000001,-1.633949081640000
2958,CACHOEIRA DO PIRIÁ,1501956,-46.440784866599998,-1.990813285980000
2959,CACHOEIRA DO ARARI,1502004,-48.877241421500003,-0.869423616790000
2960,CAMETÁ,1502103,-49.513571854699997,-2.253061762100000
2961,CANAÃ DOS CARAJÁS,1502152,-50.085673999199997,-6.424205512300000
2962,CAPANEMA,1502202,-47.119451482700001,-1.143200110750000
2963,CAPITÃO POÇO,1502301,-47.234174475400003,-2.043766784400000
2964,CASTANHAL,1502400,-47.876996449300002,-1.268941866740000
2965,CHAVES,1502509,-49.829283560599997,-0.029517662804700
2966,COLARES,1502608,-48.284648657900000,-0.903936495817000
2967,CONCEIÇÃO DO ARAGUAIA,1502707,-49.512708394299999,-8.182491120750001
2968,CONCÓRDIA DO PARÁ,1502756,-47.974821822999999,-1.883983075320000
2969,CURIONÓPOLIS,1502772,-49.624610673799999,-6.228930191820000
2970,CURRALINHO,1502806,-49.988033895500003,-1.583462265820000
2971,CURUÇÁ,1502905,-47.863202519700003,-0.742954183485000
2972,DOM ELISEU,1502939,-47.898111632800003,-4.186576160230000
2973,ELDORADO DO CARAJÁS,1502954,-49.245435286199999,-6.069645319770000
2974,FLORESTA DO ARAGUAIA,1503044,-49.576030543400002,-7.548322818620000
2975,GARRAFÃO DO NORTE,1503077,-47.075280673000002,-2.167955780570000
2976,GOIANÉSIA DO PARÁ,1503093,-49.005718354199999,-4.027193117430000
2977,IGARAPÉ-AÇU,1503200,-47.565987708999998,-1.145018485120000
2978,IGARAPÉ-MIRI,1503309,-49.130744639800000,-2.062705658980000
2979,INHANGAPI,1503408,-47.922817118600001,-1.464921590600000
2980,IPIXUNA DO PARÁ,1503457,-47.921546249800002,-2.805778162300000
2981,IRITUIA,1503507,-47.399381953800003,-1.812321681440000
2982,ITUPIRANGA,1503705,-49.869706058399998,-5.114824257380000
2983,JACUNDÁ,1503804,-49.181197829100000,-4.598532716170000
2984,LIMOEIRO DO AJURU,1504000,-49.469136536599997,-1.864269101770000
2985,MÃE DO RIO,1504059,-47.512580393400000,-1.991155369790000
2986,MAGALHÃES BARATA,1504109,-47.635153270799997,-0.809421624294000
2987,MARABÁ,1504208,-50.016960354699997,-5.629799734760000
2988,MARACANÃ,1504307,-47.496561543100000,-0.802479351601000
2989,MARAPANIM,1504406,-47.708965527099998,-0.840625928631000
2990,MARITUBA,1504422,-48.319828048600002,-1.397487283270000
2991,MOCAJUBA,1504604,-49.466289944600000,-2.576646246540000
2992,MOJU,1504703,-49.074041905800001,-2.683911486310000
2993,MUANÁ,1504901,-49.309250246600001,-1.355675247600000
2994,NOVA ESPERANÇA DO PIRIÁ,1504950,-46.899868592899999,-2.392662726730000
2995,NOVA IPIXUNA,1504976,-49.230770588600002,-4.981070370490000
2996,NOVA TIMBOTEUA,1505007,-47.392147691200002,-1.156442980610000
2997,NOVO REPARTIMENTO,1505064,-50.271609675999997,-4.502843479100000
2998,OEIRAS DO PARÁ,1505205,-49.902330230200000,-2.278918912250000
2999,OURÉM,1505403,-47.139413272500001,-1.495970588250000
3000,PACAJÁ,1505486,-50.631680553300001,-3.684125743210000
3001,PALESTINA DO PARÁ,1505494,-48.370184180300001,-5.927267068560000
3002,PARAGOMINAS,1505502,-47.603167375799998,-3.203461940310000
3003,PARAUAPEBAS,1505536,-50.489772459900003,-6.151734285750000
3004,PAU D'ARCO,1505551,-50.123622298299999,-7.736975192330000
3005,PEIXE-BOI,1505601,-47.271982511200001,-1.130711131520000
3006,PIÇARRA,1505635,-49.011769150299997,-6.541034912000000
3007,PONTA DE PEDRAS,1505700,-49.077282012799998,-1.117508431990000
3008,PRIMAVERA,1506104,-47.131474390000001,-0.952686536102000
3009,QUATIPURU,1506112,-47.016029300000000,-0.851436674057000
3010,REDENÇÃO,1506138,-50.198124056600001,-8.069328964960000
3011,RIO MARIA,1506161,-49.895143439500004,-7.340632794060000
3012,RONDON DO PARÁ,1506187,-48.460036736200003,-4.516927472540000
3013,SALINÓPOLIS,1506203,-47.348990704499997,-0.680400666436000
3014,SALVATERRA,1506302,-48.609216211700002,-0.801384209910000
3015,SANTA BÁRBARA DO PARÁ,1506351,-48.250516964799999,-1.194335572480000
3016,SANTA CRUZ DO ARARI,1506401,-49.313859037500002,-0.583350036456000
3017,SANTA IZABEL DO PARÁ,1506500,-48.129307415200003,-1.365206765490000
3018,SANTA LUZIA DO PARÁ,1506559,-46.927151984399998,-1.657495971460000
3019,SANTA MARIA DAS BARREIRAS,1506583,-50.314370239100001,-8.633787536090001
3020,SANTA MARIA DO PARÁ,1506609,-47.521642122700001,-1.374485195830000
3021,SANTANA DO ARAGUAIA,1506708,-50.611281716299999,-9.364055728549999
3022,SANTARÉM NOVO,1506906,-47.332946614100003,-0.913343979471000
3023,SANTO ANTÔNIO DO TAUÁ,1507003,-48.182765463300001,-1.093255829240000
3024,SÃO CAETANO DE ODIVELAS,1507102,-48.078780893299999,-0.791207821366000
3025,SÃO DOMINGOS DO ARAGUAIA,1507151,-48.730594426200000,-5.657595271630000
3026,SÃO DOMINGOS DO CAPIM,1507201,-47.771752151400001,-1.883874355240000
3027,SÃO FRANCISCO DO PARÁ,1507409,-47.746860669800000,-1.205967082530000
3028,SÃO GERALDO DO ARAGUAIA,1507458,-48.748222995600003,-6.189251147790000
3029,SÃO JOÃO DA PONTA,1507466,-47.964466158400000,-0.870468398557000
3030,SÃO JOÃO DE PIRABAS,1507474,-47.212065579899999,-0.780364377321000
3031,SÃO JOÃO DO ARAGUAIA,1507508,-48.696791796100001,-5.447322885950000
3032,SÃO MIGUEL DO GUAMÁ,1507607,-47.611220842300000,-1.552666542090000
3033,SÃO SEBASTIÃO DA BOA VISTA,1507706,-49.680282510799998,-1.434118275230000
3034,SAPUCAIA,1507755,-49.569769775499999,-6.838887423830000
3035,SOURE,1507904,-48.637139572499997,-0.492785601492000
3036,TAILÂNDIA,1507953,-48.736703920300002,-2.907846938890000
3037,TERRA ALTA,1507961,-47.848376442999999,-1.002978444620000
3038,TOMÉ-AÇU,1508001,-48.267625479099998,-2.636125873980000
3039,TRACUATEUA,1508035,-46.933920555699999,-1.024730243780000
3040,TUCURUÍ,1508100,-49.821023452100000,-3.856020346410000
3041,ULIANÓPOLIS,1508126,-47.493609105600001,-3.809839840590000
3042,VIGIA,1508209,-48.137989652999998,-0.888180577819000
3043,VISEU,1508308,-46.455055178599999,-1.531005387880000
3044,XINGUARA,1508407,-49.635269412600003,-6.917778412950000
3045,CUTIAS,1600212,-50.487112042000000,1.035540940800000
3046,ITAUBAL,1600253,-50.640251077999999,0.538387973278000
3047,ABREULÂNDIA,1700251,-49.309887841200002,-9.480414097650000
3048,AGUIARNÓPOLIS,1700301,-47.513386320099997,-6.487652288090000
3049,ALIANÇA DO TOCANTINS,1700350,-48.908194437699997,-11.332168540500000
3050,ALMAS,1700400,-47.210409800199997,-11.430057252599999
3051,ALVORADA,1700707,-49.112914486400001,-12.408493495600000
3052,ANANÁS,1701002,-48.186982388099999,-6.232420045390000
3053,ANGICO,1701051,-47.912952938799997,-6.435605462450000
3054,APARECIDA DO RIO NEGRO,1701101,-48.000685041499999,-9.987892298120000
3055,ARAGOMINAS,1701309,-48.633056599800000,-6.946166728900000
3056,ARAGUACEMA,1701903,-49.504804890599999,-8.939488252769999
3057,ARAGUAÇU,1702000,-49.696347664800001,-12.841147472199999
3058,ARAGUAÍNA,1702109,-48.587839674800001,-7.331667521730000
3059,ARAGUANÃ,1702158,-48.525270037299997,-6.790978615130000
3060,ARAGUATINS,1702208,-48.105842596300000,-5.665569466700000
3061,ARAPOEMA,1702307,-48.999844564699998,-7.723303209520000
3062,ARRAIAS,1702406,-47.047859529900002,-12.818659692900001
3063,AUGUSTINÓPOLIS,1702554,-47.929068477000001,-5.498179553710000
3064,AURORA DO TOCANTINS,1702703,-46.418694024499999,-12.642368387699999
3065,AXIXÁ DO TOCANTINS,1702901,-47.766382618500003,-5.645644597410000
3066,BABAÇULÂNDIA,1703008,-47.855766941200002,-7.174858519010000
3067,BANDEIRANTES DO TOCANTINS,1703057,-48.675585094699997,-7.903734346380000
3068,BARRA DO OURO,1703073,-47.578545777499997,-7.717395340150000
3069,BARROLÂNDIA,1703107,-48.791669396800003,-9.868981630620000
3070,BERNARDO SAYÃO,1703206,-48.969067090700001,-7.983246215560000
3071,BOM JESUS DO TOCANTINS,1703305,-47.879216362699999,-9.012758954290000
3072,BRASILÂNDIA DO TOCANTINS,1703602,-48.442800411299999,-8.290344870349999
3073,BREJINHO DE NAZARÉ,1703701,-48.625074600700003,-11.029413219600000
3074,BURITI DO TOCANTINS,1703800,-48.138413957300003,-5.337540170080000
3075,CACHOEIRINHA,1703826,-47.841499040899997,-6.090445061900000
3076,CAMPOS LINDOS,1703842,-46.804410423900002,-8.203492858340001
3077,CARIRI DO TOCANTINS,1703867,-49.203199360399999,-11.933947119500001
3078,CARMOLÂNDIA,1703883,-48.374990789400002,-7.045562980720000
3079,CARRASCO BONITO,1703891,-48.010695798699999,-5.336370636620000
3080,CASEARA,1703909,-49.848112548400003,-9.400407223160000
3081,CENTENÁRIO,1704105,-47.444986113900001,-9.074048455770001
3082,CHAPADA DE AREIA,1704600,-49.196355283499997,-10.165677980200000
3083,CHAPADA DA NATIVIDADE,1705102,-47.846161367699999,-11.541775192699999
3084,COLINAS DO TOCANTINS,1705508,-48.529858696700003,-8.076184674089999
3085,COMBINADO,1705557,-46.503684633399999,-12.846530482300000
3086,CONCEIÇÃO DO TOCANTINS,1705607,-47.303484069500001,-12.169341165500001
3087,COUTO MAGALHÃES,1706001,-49.162543018199997,-8.436896930260000
3088,CRISTALÂNDIA,1706100,-49.313159525000003,-10.637097446000000
3089,CRIXÁS DO TOCANTINS,1706258,-49.073922701500003,-11.172635457300000
3090,DARCINÓPOLIS,1706506,-47.768431286599998,-6.762912995280000
3091,DIANÓPOLIS,1707009,-46.808933679799999,-11.700227526100001
3092,DIVINÓPOLIS DO TOCANTINS,1707108,-49.354831548299998,-9.694845641870000
3093,DOIS IRMÃOS DO TOCANTINS,1707207,-49.066598193600001,-9.271342909420000
3094,DUERÉ,1707306,-49.390746785099999,-11.428518775100001
3095,ESPERANTINA,1707405,-48.540886635800000,-5.326518701280000
3096,FÁTIMA,1707553,-48.874541377200003,-10.809467820900000
3097,FIGUEIRÓPOLIS,1707652,-49.283119079400002,-12.264272319000000
3098,FILADÉLFIA,1707702,-47.793859574099997,-7.496845199140000
3099,FORMOSO DO ARAGUAIA,1708205,-50.098113434500000,-11.958998830400001
3100,FORTALEZA DO TABOCÃO,1708254,-48.545428192199999,-9.072373688680001
3101,GOIANORTE,1708304,-49.009916782200001,-8.873890600739999
3102,GOIATINS,1709005,-47.481185883099997,-8.093771686380000
3103,GUARAÍ,1709302,-48.441497526100001,-8.738874192150000
3104,GURUPI,1709500,-48.886641347199998,-11.652059575499999
3105,IPUEIRAS,1709807,-48.404196454599997,-11.136174647600001
3106,ITACAJÁ,1710508,-47.669023250700000,-8.571259823629999
3107,ITAGUATINS,1710706,-47.596597208699997,-5.803758241020000
3108,ITAPIRATINS,1710904,-48.033026323300000,-8.316481716660000
3109,ITAPORÃ DO TOCANTINS,1711100,-48.752137716400000,-8.451459610750000
3110,JAÚ DO TOCANTINS,1711506,-48.645918752100002,-12.748158856900000
3111,JUARINA,1711803,-49.110583320499998,-8.140408799039999
3112,LAGOA DA CONFUSÃO,1711902,-50.160443788400002,-11.036065900400001
3113,LAGOA DO TOCANTINS,1711951,-47.481602113800001,-10.342013533399999
3114,LAJEADO,1712009,-48.290079235500002,-9.848515141020000
3115,LAVANDEIRA,1712157,-46.394839321100001,-12.820308200200000
3116,LIZARDA,1712405,-46.938855679200003,-9.525359537070001
3117,LUZINÓPOLIS,1712454,-47.830448449499997,-6.206364009520000
3118,MARIANÓPOLIS DO TOCANTINS,1712504,-49.699889326799997,-9.787642732700000
3119,MATEIROS,1712702,-46.501213927199998,-10.576165680800001
3120,MAURILÂNDIA DO TOCANTINS,1712801,-47.589750794799997,-6.024271804420000
3121,MIRACEMA DO TOCANTINS,1713205,-48.551378563299998,-9.754026803680000
3122,MIRANORTE,1713304,-48.683041062199997,-9.417075747920000
3123,MONTE DO CARMO,1713601,-48.017263453699996,-10.748398519800000
3124,MONTE SANTO DO TOCANTINS,1713700,-49.067033160500003,-10.000652187800000
3125,PALMEIRAS DO TOCANTINS,1713809,-47.642550903500002,-6.599771988360000
3126,MURICILÂNDIA,1713957,-48.787011301299998,-7.003892157600000
3127,NATIVIDADE,1714203,-47.648958751000002,-11.798492586200000
3128,NAZARÉ,1714302,-47.781088465400003,-6.330392551970000
3129,NOVA OLINDA,1714880,-48.360153987399997,-7.637935791480000
3130,NOVA ROSALÂNDIA,1715002,-48.974568872699997,-10.549605304400000
3131,NOVO ACORDO,1715101,-47.383158602499996,-10.155582392700000
3132,NOVO ALEGRE,1715150,-46.559865655599999,-12.914224878000001
3133,NOVO JARDIM,1715259,-46.550335147900000,-11.771221804200000
3134,OLIVEIRA DE FÁTIMA,1715507,-48.877091294899998,-10.674090246300000
3135,PALMEIRANTE,1715705,-48.155905414400003,-7.886372907060000
3136,PALMEIRÓPOLIS,1715754,-48.348842644800001,-13.019540957100000
3137,PARAÍSO DO TOCANTINS,1716109,-48.826202022399997,-10.221094536500001
3138,PARANÃ,1716208,-47.812162223900003,-12.695705070300001
3139,PAU D'ARCO,1716307,-48.988033660600003,-7.545589847560000
3140,PEDRO AFONSO,1716505,-48.034184744900003,-9.227316938300000
3141,PEIXE,1716604,-48.555246939400000,-11.996695787800000
3142,PEQUIZEIRO,1716653,-48.916979802699998,-8.379552642969999
3143,COLMÉIA,1716703,-48.764760030799998,-8.836765931010000
3144,PINDORAMA DO TOCANTINS,1717008,-47.559190796400003,-11.159954648599999
3145,PIRAQUÊ,1717206,-48.240343610899998,-6.738693391400000
3146,PIUM,1717503,-49.872654105599999,-10.210280492400001
3147,PONTE ALTA DO BOM JESUS,1717800,-46.579242733400001,-12.052398971700001
3148,PONTE ALTA DO TOCANTINS,1717909,-47.327893971199998,-10.751919082700001
3149,PORTO ALEGRE DO TOCANTINS,1718006,-47.046769594499999,-11.511716214700000
3150,PORTO NACIONAL,1718204,-48.496692495600001,-10.544351684800001
3151,PRAIA NORTE,1718303,-47.783562826199997,-5.472460122620000
3152,PRESIDENTE KENNEDY,1718402,-48.461343455300003,-8.462353210400000
3153,PUGMIL,1718451,-48.883318099400000,-10.422593118700000
3154,RECURSOLÂNDIA,1718501,-47.113068310499997,-8.697266515260001
3155,RIACHINHO,1718550,-48.136176010800000,-6.460339986590000
3156,RIO DA CONCEIÇÃO,1718659,-46.748246032799997,-11.340710244200000
3157,RIO DOS BOIS,1718709,-48.451997762399998,-9.236123328560000
3158,RIO SONO,1718758,-47.496249489400000,-9.647807051659999
3159,SAMPAIO,1718808,-47.918813073899997,-5.329621600760000
3160,SANDOLÂNDIA,1718840,-49.876173992900000,-12.402101415800001
3161,SANTA FÉ DO ARAGUAIA,1718865,-48.973794810000001,-7.093824428680000
3162,SANTA MARIA DO TOCANTINS,1718881,-47.848296932600000,-8.824439016950000
3163,SANTA RITA DO TOCANTINS,1718899,-49.295645064500000,-10.971005563500000
3164,SANTA ROSA DO TOCANTINS,1718907,-48.108430295100000,-11.398407162700000
3165,SANTA TEREZA DO TOCANTINS,1719004,-47.741806910400001,-10.299363043400000
3166,SANTA TEREZINHA DO TOCANTINS,1720002,-47.750332362000002,-6.472184210050000
3167,SÃO BENTO DO TOCANTINS,1720101,-47.939578494999999,-5.974869457090000
3168,SÃO FÉLIX DO TOCANTINS,1720150,-46.678424861899998,-10.068904702899999
3169,SÃO MIGUEL DO TOCANTINS,1720200,-47.595363827299998,-5.542590037320000
3170,SÃO SALVADOR DO TOCANTINS,1720259,-48.365166596000002,-12.577957860400000
3171,SÃO SEBASTIÃO DO TOCANTINS,1720309,-48.331901794799997,-5.240596446070000
3172,SÃO VALÉRIO,1720499,-48.170553082600001,-11.804201927499999
3173,SILVANÓPOLIS,1720655,-48.007508544099998,-11.132116417400001
3174,SÍTIO NOVO DO TOCANTINS,1720804,-47.686443837500001,-5.629895759630000
3175,SUCUPIRA,1720853,-48.834936647699998,-12.113452253400000
3176,TAGUATINGA,1720903,-46.555790322500002,-12.387064579300000
3177,TAIPAS DO TOCANTINS,1720937,-46.994628915900002,-12.140048824899999
3178,TALISMÃ,1720978,-49.048335125500003,-12.682968398400000
3179,PALMAS,1721000,-48.153756972799997,-10.218483585000000
3180,TOCANTÍNIA,1721109,-48.140379391899998,-9.603080734140001
3181,TOCANTINÓPOLIS,1721208,-47.537584030399998,-6.257151195780000
3182,TUPIRAMA,1721257,-48.259403384599999,-8.938299548910001
3183,TUPIRATINS,1721307,-48.210895708599999,-8.356805232650000
3184,WANDERLÂNDIA,1722081,-48.001913117400001,-6.911181510380000
3185,XAMBIOÁ,1722107,-48.451452418000002,-6.545332555290000
3186,AÇAILÂNDIA,2100055,-47.332471313500001,-4.785932006900000
3187,AFONSO CUNHA,2100105,-43.297430217799999,-4.214790113210000
3188,ÁGUA DOCE DO MARANHÃO,2100154,-42.166358146699999,-2.946973403930000
3189,ALCÂNTARA,2100204,-44.528189167999997,-2.390845317320000
3190,ALDEIAS ALTAS,2100303,-43.383464141399998,-4.502745645060000
3191,ALTAMIRA DO MARANHÃO,2100402,-45.494811742700001,-4.119646571670000
3192,ALTO ALEGRE DO MARANHÃO,2100436,-44.393545272399997,-4.209332451710000
3193,ALTO ALEGRE DO PINDARÉ,2100477,-46.007634173100001,-3.880403217350000
3194,ALTO PARNAÍBA,2100501,-46.213151250700001,-9.508405481340001
3195,AMAPÁ DO MARANHÃO,2100550,-45.948044373199998,-1.673074838630000
3196,AMARANTE DO MARANHÃO,2100600,-46.581940142699999,-5.278483937070000
3197,ANAJATUBA,2100709,-44.590220856300000,-3.250460718110000
3198,ANAPURUS,2100808,-43.107940763000002,-3.543874890620000
3199,APICUM-AÇU,2100832,-45.030010785800002,-1.526158492460000
3200,ARAGUANÃ,2100873,-45.787333681000000,-3.079095824910000
3201,ARAIOSES,2100907,-42.017128358000001,-2.973037960700000
3202,ARAME,2100956,-45.945967857600003,-5.027710207240000
3203,ARARI,2101004,-44.727374049700003,-3.533380651710000
3204,AXIXÁ,2101103,-44.103284892300003,-2.819871891130000
3205,BACABAL,2101202,-44.758021055500002,-4.171025537760000
3206,BACABEIRA,2101251,-44.367334161800002,-2.932962076900000
3207,BACURI,2101301,-45.158296927099997,-1.685937163830000
3208,BACURITUBA,2101350,-44.632611641200000,-2.690846067330000
3209,BALSAS,2101400,-46.342729848399998,-8.237621387300001
3210,BARÃO DE GRAJAÚ,2101509,-43.188128871499998,-6.592799921340000
3211,BARRA DO CORDA,2101608,-45.183332999900003,-5.504292512900000
3212,BARREIRINHAS,2101707,-42.911310347499999,-2.841236135390000
3213,BELÁGUA,2101731,-43.462332197099997,-3.101334016550000
3214,BELA VISTA DO MARANHÃO,2101772,-45.265952911699998,-3.757827821940000
3215,BENEDITO LEITE,2101806,-44.568277950099997,-7.120331920930000
3216,BEQUIMÃO,2101905,-44.784429403099999,-2.429542857100000
3217,BERNARDO DO MEARIM,2101939,-44.688250760400003,-4.679560208430000
3218,BOA VISTA DO GURUPI,2101970,-46.178554494799997,-1.762971439130000
3219,BOM JARDIM,2102002,-46.418134225999999,-3.900236531940000
3220,BOM JESUS DAS SELVAS,2102036,-46.688857167400002,-4.600702978100000
3221,BOM LUGAR,2102077,-45.020959183800002,-4.346524557070000
3222,BREJO,2102101,-42.828455096299997,-3.687142313550000
3223,BREJO DE AREIA,2102150,-45.650058780800002,-4.365104272180000
3224,BURITI,2102200,-43.001759505700001,-3.900367208230000
3225,BURITI BRAVO,2102309,-43.830507706100001,-5.789168078810000
3226,BURITICUPU,2102325,-46.342396463199997,-4.493746416420000
3227,BURITIRANA,2102358,-47.061381594099998,-5.517951853750000
3228,CACHOEIRA GRANDE,2102374,-43.931321679100002,-3.120067596750000
3229,CAJAPIÓ,2102408,-44.572873006899997,-2.863736869020000
3230,CAJARI,2102507,-45.052725813199999,-3.390636950330000
3231,CAMPESTRE DO MARANHÃO,2102556,-47.263985897900000,-6.176125663820000
3232,CÂNDIDO MENDES,2102606,-45.675804698500002,-1.616039188460000
3233,CANTANHEDE,2102705,-44.262690312300002,-3.621611604560000
3234,CAPINZAL DO NORTE,2102754,-44.306207119500002,-4.682168541420000
3235,CAROLINA,2102804,-47.202720695099998,-7.373258932890000
3236,CARUTAPERA,2102903,-46.026364861300003,-1.347805243190000
3237,CAXIAS,2103000,-43.299588152200002,-4.866685320970000
3238,CEDRAL,2103109,-44.593382533000003,-1.980872925900000
3239,CENTRAL DO MARANHÃO,2103125,-44.858086501700001,-2.254895928400000
3240,CENTRO DO GUILHERME,2103158,-46.117002956900002,-2.428719643030000
3241,CENTRO NOVO DO MARANHÃO,2103174,-46.534444147999999,-3.074089532810000
3242,CHAPADINHA,2103208,-43.453841042299999,-3.848756063110000
3243,CIDELÂNDIA,2103257,-47.829907935999998,-5.057126697590000
3244,CODÓ,2103307,-43.885987894800003,-4.607241585790000
3245,COELHO NETO,2103406,-43.112165839600003,-4.248054008630000
3246,COLINAS,2103505,-44.181617818900001,-6.055659761790000
3247,CONCEIÇÃO DO LAGO-AÇU,2103554,-44.838223839000001,-3.797997641290000
3248,COROATÁ,2103604,-44.145311716300000,-4.102200965330000
3249,CURURUPU,2103703,-44.810106226700000,-1.696432965410000
3250,DAVINÓPOLIS,2103752,-47.299858060799998,-5.598474579530000
3251,DOM PEDRO,2103802,-44.397096851299999,-5.021280693430000
3252,DUQUE BACELAR,2103901,-43.009812900699998,-4.099291359580000
3253,ESPERANTINÓPOLIS,2104008,-44.890568450200000,-4.899099818940000
3254,ESTREITO,2104057,-47.201269224999997,-6.782494931880000
3255,FEIRA NOVA DO MARANHÃO,2104073,-46.624734187599998,-6.997525495670000
3256,FERNANDO FALCÃO,2104081,-45.306178432099998,-6.173799090710000
3257,FORMOSA DA SERRA NEGRA,2104099,-46.186257372800000,-6.514205378310000
3258,FORTALEZA DOS NOGUEIRAS,2104107,-46.081927832300003,-6.941855525690000
3259,FORTUNA,2104206,-44.029562197700002,-5.668377876920000
3260,GODOFREDO VIANA,2104305,-45.764787294800001,-1.372982245960000
3261,GONÇALVES DIAS,2104404,-44.172000963300000,-5.152255336980000
3262,GOVERNADOR ARCHER,2104503,-44.221502351100000,-4.999497703420000
3263,GOVERNADOR EDISON LOBÃO,2104552,-47.324764282200000,-5.718485069800000
3264,GOVERNADOR EUGÊNIO BARROS,2104602,-44.067239875399999,-5.385251121860000
3265,GOVERNADOR LUIZ ROCHA,2104628,-44.093309396000002,-5.537171545880000
3266,GOVERNADOR NEWTON BELLO,2104651,-45.925871541200003,-3.419095030090000
3267,GOVERNADOR NUNES FREIRE,2104677,-45.818213184199998,-2.061740505360000
3268,GRAÇA ARANHA,2104701,-44.318119708600001,-5.414802413450000
3269,GRAJAÚ,2104800,-46.014879080699998,-5.840184097440000
3270,GUIMARÃES,2104909,-44.642947192800001,-2.145082882880000
3271,HUMBERTO DE CAMPOS,2105005,-43.581322562200000,-2.613387880920000
3272,ICATU,2105104,-43.870500592500001,-2.621175649230000
3273,IGARAPÉ DO MEIO,2105153,-45.123829179900000,-3.656465984710000
3274,IGARAPÉ GRANDE,2105203,-44.819563969299999,-4.585919693220000
3275,IMPERATRIZ,2105302,-47.575244186500001,-5.339766872940000
3276,ITAIPAVA DO GRAJAÚ,2105351,-45.678499732799999,-5.184944591040000
3277,ITAPECURU MIRIM,2105401,-44.276283481400000,-3.387615717690000
3278,ITINGA DO MARANHÃO,2105427,-47.260455383900002,-4.271252647140000
3279,JATOBÁ,2105450,-44.294206070500003,-5.852222094450000
