FID,NM_MUNICIP,CD_GEOCMU,x_cent,y_cent
3280,JENIPAPO DOS VIEIRAS,2105476,-45.575800610800002,-5.391205979580000
3281,JOÃO LISBOA,2105500,-47.126474528199999,-5.229327284740000
3282,JOSELÂNDIA,2105609,-44.755420463000000,-5.015984764850000
3283,JUNCO DO MARANHÃO,2105658,-46.115797913800002,-1.917894046140000
3284,LAGO DA PEDRA,2105708,-45.205306458199999,-4.738995271000000
3285,LAGO DO JUNCO,2105807,-44.976570310100001,-4.522553665160000
3286,LAGO VERDE,2105906,-44.883116125000001,-3.990729598060000
3287,LAGOA DO MATO,2105922,-43.495636574700001,-6.032194537010000
3288,LAGO DOS RODRIGUES,2105948,-44.930918132999999,-4.588604838440000
3289,LAGOA GRANDE DO MARANHÃO,2105963,-45.403032514300001,-4.929709854190000
3290,LAJEADO NOVO,2105989,-46.924583760200001,-6.103897262250000
3291,LIMA CAMPOS,2106003,-44.464742236500001,-4.556896413210000
3292,LORETO,2106102,-45.219808021699997,-7.220658845790000
3293,LUÍS DOMINGUES,2106201,-45.889888355399997,-1.388437100830000
3294,MAGALHÃES DE ALMEIDA,2106300,-42.184618024700001,-3.300504747610000
3295,MARACAÇUMÉ,2106326,-45.993963394900000,-1.984270008680000
3296,MARAJÁ DO SENA,2106359,-45.628515996499999,-4.705012343270000
3297,MARANHÃOZINHO,2106375,-45.946907840800002,-2.412553541790000
3298,MATA ROMA,2106409,-43.227349019899997,-3.625900130450000
3299,MATINHA,2106508,-45.001697086999997,-3.071260883650000
3300,MATÕES,2106607,-43.307441593500002,-5.388583430810000
3301,MATÕES DO NORTE,2106631,-44.477799570400002,-3.756678370560000
3302,MILAGRES DO MARANHÃO,2106672,-42.795181734099998,-3.496506956050000
3303,MIRADOR,2106706,-44.951086134900002,-6.453988369880000
3304,MIRANDA DO NORTE,2106755,-44.526851549100002,-3.531420199800000
3305,MIRINZAL,2106805,-44.843117934100000,-2.058541655310000
3306,MONÇÃO,2106904,-45.322901308500001,-3.486183175890000
3307,MONTES ALTOS,2107001,-47.041394426799997,-5.858125569270000
3308,MORROS,2107100,-43.776948044100003,-2.974162569800000
3309,NINA RODRIGUES,2107209,-43.813029998499999,-3.429056658190000
3310,NOVA COLINAS,2107258,-46.264520407399999,-7.144311474430000
3311,NOVA IORQUE,2107308,-44.039773629199999,-6.749607740770000
3312,NOVA OLINDA DO MARANHÃO,2107357,-45.955276530699997,-2.896041540530000
3313,OLHO D'ÁGUA DAS CUNHÃS,2107407,-45.120348692900002,-4.094632503830000
3314,OLINDA NOVA DO MARANHÃO,2107456,-45.009788150600002,-2.975421203880000
3315,PAÇO DO LUMIAR,2107506,-44.123823774900004,-2.505853468900000
3316,PALMEIRÂNDIA,2107605,-45.023394745799997,-2.691991320050000
3317,PARAIBANO,2107704,-43.923991463500002,-6.403787063960000
3318,PARNARAMA,2107803,-43.463237884500003,-5.637759446880000
3319,PASSAGEM FRANCA,2107902,-43.758372903199998,-6.152673996040000
3320,PASTOS BONS,2108009,-44.180665707700001,-6.632229443780000
3321,PAULINO NEVES,2108058,-42.611053435099997,-2.854797089730000
3322,PAULO RAMOS,2108108,-45.394353842800001,-4.521937457030000
3323,PEDREIRAS,2108207,-44.581326564000001,-4.618246914920000
3324,PEDRO DO ROSÁRIO,2108256,-45.430025313999998,-2.989335264280000
3325,PENALVA,2108306,-45.293916849699997,-3.248452046790000
3326,PERI MIRIM,2108405,-44.895517374699999,-2.570666455900000
3327,PERITORÓ,2108454,-44.281182031900002,-4.419844727670000
3328,PINDARÉ-MIRIM,2108504,-45.437500496699997,-3.691453883270000
3329,PINHEIRO,2108603,-45.126903388499997,-2.498115029520000
3330,PIO XII,2108702,-45.093157660700001,-3.851529466070000
3331,PIRAPEMAS,2108801,-44.172593575400001,-3.782860886240000
3332,POÇÃO DE PEDRAS,2108900,-44.911837140300001,-4.786829138050000
3333,PORTO FRANCO,2109007,-47.180172300899997,-6.368867614900000
3334,PORTO RICO DO MARANHÃO,2109056,-44.635216336799999,-1.890097182230000
3335,PRESIDENTE DUTRA,2109106,-44.457093364899997,-5.283075398450000
3336,PRESIDENTE JUSCELINO,2109205,-44.078057540000003,-3.089849075500000
3337,PRESIDENTE MÉDICI,2109239,-45.773368703400003,-2.318954728250000
3338,PRESIDENTE SARNEY,2109270,-45.361230684200002,-2.586661638050000
3339,PRESIDENTE VARGAS,2109304,-43.955846111800000,-3.345924775870000
3340,PRIMEIRA CRUZ,2109403,-43.365224904100003,-2.701300269330000
3341,RAPOSA,2109452,-44.088097896900003,-2.434768987330000
3342,RIACHÃO,2109502,-46.652319365399997,-7.597756741000000
3343,RIBAMAR FIQUENE,2109551,-47.313645295999997,-5.961154607520000
3344,ROSÁRIO,2109601,-44.202113342600001,-2.945569029520000
3345,SAMBAÍBA,2109700,-45.556268763699997,-7.431833427630000
3346,SANTA FILOMENA DO MARANHÃO,2109759,-44.618507874800002,-5.518972606900000
3347,SANTA HELENA,2109809,-45.371538315899997,-2.420539762650000
3348,SANTA INÊS,2109908,-45.425736821999998,-3.838575040820000
3349,SANTA LUZIA,2110005,-45.928331315000001,-4.270509928300000
3350,SANTA LUZIA DO PARUÁ,2110039,-45.772286001399998,-2.539927831980000
3351,SANTA QUITÉRIA DO MARANHÃO,2110104,-42.879673810100002,-3.345386833670000
3352,SANTA RITA,2110203,-44.319592429799997,-3.157675551840000
3353,SANTANA DO MARANHÃO,2110237,-42.614701679100001,-3.197222707040000
3354,SANTO AMARO DO MARANHÃO,2110278,-43.184093505800000,-2.621040315340000
3355,SANTO ANTÔNIO DOS LOPES,2110302,-44.481161274100003,-4.826407914590000
3356,SÃO BENEDITO DO RIO PRETO,2110401,-43.618455227100000,-3.375323813200000
3357,SÃO BENTO,2110500,-45.001453128199998,-2.800100048210000
3358,SÃO BERNARDO,2110609,-42.406074184799998,-3.312136000770000
3359,SÃO DOMINGOS DO AZEITÃO,2110658,-44.617328016800002,-6.833289602230000
3360,SÃO DOMINGOS DO MARANHÃO,2110708,-44.336556367599997,-5.638220410980000
3361,SÃO FÉLIX DE BALSAS,2110807,-44.883440066299997,-7.091858856360000
3362,SÃO FRANCISCO DO BREJÃO,2110856,-47.353657152600000,-5.158503928470000
3363,SÃO FRANCISCO DO MARANHÃO,2110906,-43.114245722400000,-6.208634047800000
3364,SÃO JOÃO BATISTA,2111003,-44.758787442399999,-3.004649658150000
3365,SÃO JOÃO DO CARÚ,2111029,-46.379451090499998,-3.510781614920000
3366,SÃO JOÃO DO PARAÍSO,2111052,-46.900670862900000,-6.463679054400000
3367,SÃO JOÃO DO SOTER,2111078,-43.766643138299997,-5.040176059720000
3368,SÃO JOÃO DOS PATOS,2111102,-43.638158913900000,-6.559584551150000
3369,SÃO JOSÉ DE RIBAMAR,2111201,-44.090273045799997,-2.580446807780000
3370,SÃO JOSÉ DOS BASÍLIOS,2111250,-44.568302917499999,-5.039941704090000
3371,SÃO LUÍS,2111300,-44.307127637000001,-2.631479378480000
3372,SÃO LUÍS GONZAGA DO MARANHÃO,2111409,-44.623137116400002,-4.377375132450000
3373,SÃO MATEUS DO MARANHÃO,2111508,-44.527484811000001,-3.987462290040000
3374,SÃO PEDRO DA ÁGUA BRANCA,2111532,-48.368982208799999,-5.133522834040000
3375,SÃO PEDRO DOS CRENTES,2111573,-46.707362587500000,-6.819579833960000
3376,SÃO RAIMUNDO DAS MANGABEIRAS,2111607,-45.690930246699999,-7.013670329990000
3377,SÃO RAIMUNDO DO DOCA BEZERRA,2111631,-45.146213035400002,-5.089671481380000
3378,SÃO ROBERTO,2111672,-45.034554760299997,-5.018956461130000
3379,SÃO VICENTE FERRER,2111706,-44.935711067400000,-2.877080738540000
3380,SATUBINHA,2111722,-45.259219716899999,-3.938627663740000
3381,SENADOR ALEXANDRE COSTA,2111748,-43.984648966599998,-5.261045587680000
3382,SENADOR LA ROCQUE,2111763,-47.143963519000003,-5.388206125060000
3383,SERRANO DO MARANHÃO,2111789,-45.017242790799997,-1.873207865480000
3384,SÍTIO NOVO,2111805,-46.595577601199999,-6.227865419140000
3385,SUCUPIRA DO NORTE,2111904,-44.339003502799997,-6.509858655560000
3386,SUCUPIRA DO RIACHÃO,2111953,-43.485223723700003,-6.407062166300000
3387,TASSO FRAGOSO,2112001,-45.885641320700003,-8.331963077879999
3388,TIMBIRAS,2112100,-43.813487805999998,-4.153038209920000
3389,TIMON,2112209,-42.980885878899997,-5.185298606460000
3390,TRIZIDELA DO VALE,2112233,-44.675360735600002,-4.542087245180000
3391,TUFILÂNDIA,2112274,-45.581313949100000,-3.758040403010000
3392,TUNTUM,2112308,-44.730624153500003,-5.610438958240000
3393,TURIAÇU,2112407,-45.464450425899997,-1.767686259730000
3394,TURILÂNDIA,2112456,-45.437660477700000,-2.159391708090000
3395,TUTÓIA,2112506,-42.386623186400001,-2.912509214040000
3396,URBANO SANTOS,2112605,-43.280799807299999,-3.260044720050000
3397,VARGEM GRANDE,2112704,-43.853846363800002,-3.710944401360000
3398,VIANA,2112803,-45.002720913300003,-3.156311914060000
3399,VILA NOVA DOS MARTÍRIOS,2112852,-48.080598078700000,-5.074860668400000
3400,VITÓRIA DO MEARIM,2112902,-44.922140177000003,-3.568091270950000
3401,VITORINO FREIRE,2113009,-45.312499467099997,-4.243725922840000
3402,ZÉ DOCA,2114007,-45.912613432900002,-3.259881634470000
3403,ACAUÃ,2200053,-41.001854174000002,-8.306073689000000
3404,AGRICOLÂNDIA,2200103,-42.682358186000002,-5.768193934360000
3405,ÁGUA BRANCA,2200202,-42.628069336499998,-5.913995456420000
3406,ALAGOINHA DO PIAUÍ,2200251,-40.919762879799997,-6.929339037520000
3407,ALEGRETE DO PIAUÍ,2200277,-40.791157160099999,-7.200661357780000
3408,ALTO LONGÁ,2200301,-42.154980433399999,-5.379079155910000
3409,ALTOS,2200400,-42.469725728900002,-5.014904880320000
3410,ALVORADA DO GURGUÉIA,2200459,-43.968339410399999,-8.455966335970000
3411,AMARANTE,2200509,-42.788059938600000,-6.370198064030000
3412,ANGICAL DO PIAUÍ,2200608,-42.750148976799998,-6.106839273940000
3413,ANÍSIO DE ABREU,2200707,-43.041961793100000,-9.214106266470001
3414,ANTÔNIO ALMEIDA,2200806,-44.202891763300002,-7.219133819690000
3415,AROAZES,2200905,-41.830423402500003,-6.124505592770000
3416,AROEIRAS DO ITAIM,2200954,-41.524591010100004,-7.244131471470000
3417,ARRAIAL,2201002,-42.520309540100001,-6.618085640010000
3418,ASSUNÇÃO DO PIAUÍ,2201051,-41.068778581300002,-5.879973773750000
3419,AVELINO LOPES,2201101,-43.951097835900001,-10.166346159200000
3420,BAIXA GRANDE DO RIBEIRO,2201150,-45.160980420900003,-8.505752772710000
3421,BARRA D'ALCÂNTARA,2201176,-42.106397956800002,-6.529504013110000
3422,BARRAS,2201200,-42.368278069399999,-4.189914897080000
3423,BARREIRAS DO PIAUÍ,2201309,-45.694006334699999,-9.983135223470001
3424,BARRO DURO,2201408,-42.502762460600003,-5.801866999540000
3425,BATALHA,2201507,-42.057640142600000,-4.017872438350000
3426,BELA VISTA DO PIAUÍ,2201556,-41.855745786999996,-7.996087592240000
3427,BELÉM DO PIAUÍ,2201572,-40.982416714099998,-7.390152059860000
3428,BENEDITINOS,2201606,-42.403941570599997,-5.469890966100000
3429,BERTOLÍNIA,2201705,-43.876374298999998,-7.745444015120000
3430,BETÂNIA DO PIAUÍ,2201739,-40.751369854300002,-8.113685978110000
3431,BOA HORA,2201770,-42.106205400699999,-4.354290534930000
3432,BOCAINA,2201804,-41.307486215899999,-6.906407550550000
3433,BOM JESUS,2201903,-44.540257835799999,-9.245793634200000
3434,BOM PRINCÍPIO DO PIAUÍ,2201919,-41.630390101300002,-3.157691817550000
3435,BONFIM DO PIAUÍ,2201929,-42.875637632500002,-9.171560275359999
3436,BOQUEIRÃO DO PIAUÍ,2201945,-42.108614112300003,-4.539232935260000
3437,BRASILEIRA,2201960,-41.636132073600002,-4.120932420730000
3438,BREJO DO PIAUÍ,2201988,-42.790948646899999,-8.382423536279999
3439,BURITI DOS LOPES,2202000,-41.803780037599999,-3.239774650380000
3440,BURITI DOS MONTES,2202026,-41.221902270599998,-5.145162656680000
3441,CABECEIRAS DO PIAUÍ,2202059,-42.333775269000000,-4.432006694120000
3442,CAJAZEIRAS DO PIAUÍ,2202075,-42.459314624100003,-6.781908069780000
3443,CAJUEIRO DA PRAIA,2202083,-41.362090273600003,-2.992837897920000
3444,CALDEIRÃO GRANDE DO PIAUÍ,2202091,-40.622913775800001,-7.307677954270000
3445,CAMPINAS DO PIAUÍ,2202109,-41.864729830000002,-7.650409194860000
3446,CAMPO ALEGRE DO FIDALGO,2202117,-41.821476100799998,-8.282815195870000
3447,CAMPO GRANDE DO PIAUÍ,2202133,-41.065329661200003,-7.183034162710000
3448,CAMPO LARGO DO PIAUÍ,2202174,-42.545971551400001,-3.881148928900000
3449,CAMPO MAIOR,2202208,-42.145605158899997,-4.877378262220000
3450,CANAVIEIRA,2202251,-43.558418698899999,-7.557577206710000
3451,CANTO DO BURITI,2202307,-43.337608507399999,-8.342574632380000
3452,CAPITÃO DE CAMPOS,2202406,-41.901111419599999,-4.525650515160000
3453,CAPITÃO GERVÁSIO OLIVEIRA,2202455,-41.901262203199998,-8.529377472280000
3454,CARACOL,2202505,-43.346722667199998,-9.089088173930000
3455,CARAÚBAS DO PIAUÍ,2202539,-41.824238581400003,-3.564622261750000
3456,CARIDADE DO PIAUÍ,2202554,-40.955189284799999,-7.703832673890000
3457,CASTELO DO PIAUÍ,2202604,-41.571854543400001,-5.318143085750000
3458,CAXINGÓ,2202653,-41.850974837700001,-3.391890059520000
3459,COCAL,2202703,-41.542302729299998,-3.453675850140000
3460,COCAL DE TELHA,2202711,-41.960760907699999,-4.622368026060000
3461,COCAL DOS ALVES,2202729,-41.420838855200003,-3.630337917540000
3462,COIVARAS,2202737,-42.284434232800002,-5.100158773950000
3463,COLÔNIA DO GURGUÉIA,2202752,-43.696507680499998,-8.181248911190000
3464,COLÔNIA DO PIAUÍ,2202778,-42.187176577599999,-7.294145557330000
3465,CONCEIÇÃO DO CANINDÉ,2202802,-41.578157252600001,-7.903964093440000
3466,CORONEL JOSÉ DIAS,2202851,-42.334744240900001,-8.895594220930001
3467,CORRENTE,2202901,-45.139697177300000,-10.391603076499999
3468,CRISTALÂNDIA DO PIAUÍ,2203008,-45.113635477700001,-10.741885622200000
3469,CRISTINO CASTRO,2203107,-43.961540791899999,-8.782172107539999
3470,CURIMATÁ,2203206,-44.307107391099997,-9.940828404790000
3471,CURRAIS,2203230,-44.673312377499997,-8.822489923450000
3472,CURRALINHOS,2203255,-42.846797660199996,-5.616148032590000
3473,CURRAL NOVO DO PIAUÍ,2203271,-40.766791617599999,-7.886580966760000
3474,DEMERVAL LOBÃO,2203305,-42.671648621000003,-5.339293240760000
3475,DIRCEU ARCOVERDE,2203354,-42.457785841899998,-9.328212990939999
3476,DOM EXPEDITO LOPES,2203404,-41.698259577000002,-6.960027873340000
3477,DOMINGOS MOURÃO,2203420,-41.309957273300000,-4.255417266000000
3478,DOM INOCÊNCIO,2203453,-41.922535249399999,-8.917968111120000
3479,ELESBÃO VELOSO,2203503,-42.193589735300002,-6.184859821640000
3480,ELISEU MARTINS,2203602,-43.658466000399997,-7.971174249360000
3481,ESPERANTINA,2203701,-42.189935884000000,-3.823763788540000
3482,FARTURA DO PIAUÍ,2203750,-42.783958074399997,-9.475714802930000
3483,FLORES DO PIAUÍ,2203800,-42.860886542999999,-7.672973344940000
3484,FLORESTA DO PIAUÍ,2203859,-41.806570721000000,-7.463207548490000
3485,FLORIANO,2203909,-43.079409941300000,-7.005692837230000
3486,FRANCINÓPOLIS,2204006,-42.233986474200002,-6.423008709070000
3487,FRANCISCO AYRES,2204105,-42.721505415499998,-6.669155418630000
3488,FRANCISCO MACEDO,2204154,-40.784304781099998,-7.319864485430000
3489,FRANCISCO SANTOS,2204204,-41.147143300400003,-7.012830016540000
3490,FRONTEIRAS,2204303,-40.581484740100002,-7.074166537120000
3491,GEMINIANO,2204352,-41.335763492500000,-7.189218479220000
3492,GILBUÉS,2204402,-45.407670057499999,-9.621897594589999
3493,GUADALUPE,2204501,-43.705207293400001,-6.842374055230000
3494,GUARIBAS,2204550,-43.670897515800000,-9.063334287389999
3495,HUGO NAPOLEÃO,2204600,-42.498117459699998,-6.035666440410000
3496,ILHA GRANDE,2204659,-41.815963304299999,-2.829285367090000
3497,INHUMA,2204709,-41.686018829100000,-6.672738377340000
3498,IPIRANGA DO PIAUÍ,2204808,-41.791016475100001,-6.818992131230000
3499,ISAÍAS COELHO,2204907,-41.651410280100002,-7.651726304210000
3500,ITAINÓPOLIS,2205003,-41.481124004100003,-7.409865127120000
3501,ITAUEIRA,2205102,-43.133712250499997,-7.504988262630000
3502,JACOBINA DO PIAUÍ,2205151,-41.255252256200002,-7.893449612420000
3503,JAICÓS,2205201,-41.206451975199997,-7.391025649640000
3504,JARDIM DO MULATO,2205250,-42.526884984299997,-6.145866826080000
3505,JATOBÁ DO PIAUÍ,2205276,-41.918608496499999,-4.841313509560000
3506,JERUMENHA,2205300,-43.501599586499999,-7.114811422310000
3507,JOÃO COSTA,2205359,-42.481669825300003,-8.541683100849999
3508,JOAQUIM PIRES,2205409,-42.082375163999998,-3.540126508180000
3509,JOCA MARQUES,2205458,-42.426328431500004,-3.546122725600000
3510,JOSÉ DE FREITAS,2205508,-42.524946458700001,-4.713925583310000
3511,JUAZEIRO DO PIAUÍ,2205516,-41.589733474900001,-4.957955237250000
3512,JÚLIO BORGES,2205524,-44.173885489100002,-10.420463908100000
3513,JUREMA,2205532,-43.165636774299998,-9.014467898270000
3514,LAGOINHA DO PIAUÍ,2205540,-42.627389055599998,-5.820191182630000
3515,LAGOA ALEGRE,2205557,-42.564889868999998,-4.489743798420000
3516,LAGOA DO BARRO DO PIAUÍ,2205565,-41.599961550000003,-8.568832096640000
3517,LAGOA DE SÃO FRANCISCO,2205573,-41.581528372800001,-4.364090039810000
3518,LAGOA DO PIAUÍ,2205581,-42.608028415000000,-5.461144604590000
3519,LAGOA DO SÍTIO,2205599,-41.486468333300003,-6.490039384650000
3520,LANDRI SALES,2205607,-43.927849035100003,-7.295758846990000
3521,LUÍS CORREIA,2205706,-41.481817210999999,-3.082591378930000
3522,LUZILÂNDIA,2205805,-42.364558898699997,-3.607431955270000
3523,MADEIRO,2205854,-42.529502573599999,-3.566190928620000
3524,MANOEL EMÍDIO,2205904,-44.007836282800000,-8.206319446620000
3525,MARCOLÂNDIA,2205953,-40.736810027899999,-7.428555811630000
3526,MARCOS PARENTE,2206001,-43.894553947600002,-7.076331937740000
3527,MASSAPÊ DO PIAUÍ,2206050,-41.094161663199998,-7.535342087800000
3528,MATIAS OLÍMPIO,2206100,-42.584306038800001,-3.707448931250000
3529,MIGUEL ALVES,2206209,-42.773839852700000,-4.240334011840000
3530,MIGUEL LEÃO,2206308,-42.701218305200001,-5.700994940750000
3531,MILTON BRANDÃO,2206357,-41.499540674000002,-4.689619131530000
3532,MONSENHOR GIL,2206407,-42.605795938800000,-5.610911102350000
3533,MONSENHOR HIPÓLITO,2206506,-41.038017788399998,-6.918468302520000
3534,MONTE ALEGRE DO PIAUÍ,2206605,-45.030365876399998,-9.604245497430000
3535,MORRO CABEÇA NO TEMPO,2206654,-43.915478186500003,-9.803976749609999
3536,MORRO DO CHAPÉU DO PIAUÍ,2206670,-42.263479526399998,-3.705653285950000
3537,MURICI DOS PORTELAS,2206696,-42.013289501499997,-3.356100280090000
3538,NAZARÉ DO PIAUÍ,2206704,-42.745610722199999,-7.052256493570000
3539,NAZÁRIA,2206720,-42.868458715000003,-5.445461341890000
3540,NOSSA SENHORA DE NAZARÉ,2206753,-42.188875214200003,-4.643502268130000
3541,NOSSA SENHORA DOS REMÉDIOS,2206803,-42.606391595700003,-4.026353098200000
3542,NOVO ORIENTE DO PIAUÍ,2206902,-41.976965713600002,-6.500991303610000
3543,NOVO SANTO ANTÔNIO,2206951,-41.915098868100003,-5.277178402600000
3544,OEIRAS,2207009,-42.165042228600001,-6.966673460600000
3545,OLHO D'ÁGUA DO PIAUÍ,2207108,-42.552205952100003,-5.857600626000000
3546,PADRE MARCOS,2207207,-40.881202544200001,-7.377841029370000
3547,PAES LANDIM,2207306,-42.285188368699998,-7.812743971230000
3548,PAJEÚ DO PIAUÍ,2207355,-42.833512101200000,-7.903968797590000
3549,PALMEIRA DO PIAUÍ,2207405,-44.464621851700002,-8.556737668440000
3550,PALMEIRAIS,2207504,-42.956252904000003,-5.882734308280000
3551,PAQUETÁ,2207553,-41.684049475300000,-7.135883392760000
3552,PARNAGUÁ,2207603,-44.568453805099999,-10.315690911100001
3553,PARNAÍBA,2207702,-41.753484958900003,-2.960077738980000
3554,PASSAGEM FRANCA DO PIAUÍ,2207751,-42.406019229300000,-5.837704665330000
3555,PATOS DO PIAUÍ,2207777,-41.292115746800000,-7.664757905680000
3556,PAU D'ARCO DO PIAUÍ,2207793,-42.471008940799997,-5.245473540080000
3557,PAULISTANA,2207801,-41.141896813199999,-8.107317655930000
3558,PAVUSSU,2207850,-43.337231449699999,-7.925300367550000
3559,PEDRO II,2207900,-41.399622427899999,-4.490281063660000
3560,PEDRO LAURENTINO,2207934,-42.265381609800002,-8.073122684800000
3561,NOVA SANTA RITA,2207959,-42.023703554500003,-8.119479405410001
3562,PICOS,2208007,-41.522312334799999,-7.058929142450000
